date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:35	20438/20438	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:34%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/gallery.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/gallery.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:35	21159/21159	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:34%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/team.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/team.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:36	23250/23250	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:36%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/team-single.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/team-single.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:37	22026/22026	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:36%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/timeline.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/timeline.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:37	22415/22415	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:37%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/faq.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/faq.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:37	9656/9656	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:37%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/coming-soon.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/coming-soon.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:38	9314/9314	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:38%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/404.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/404.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:39	22821/22821	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:38%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/search-results.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/search-results.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:39	21362/21362	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:39%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/login.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/login.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:40	17580/17580	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:40%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/signup.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/signup.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:41	24333/24333	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:41%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/single.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/single.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:41	21249/21249	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:41%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/portfolio.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/portfolio.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:42	21619/21619	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:42%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/portfolio-single.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/portfolio-single.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:43	31127/31127	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:43%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/email-template.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/email-template.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:44	18956/18956	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:43%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/blog.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/blog.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:44	26071/26071	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:44%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/blog-single.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/blog-single.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:45	25258/25258	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:45%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/ecommerce.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/ecommerce.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:45	26351/26351	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:45%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/ecommerce-single.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/ecommerce-single.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:46	24974/24974	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:46%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/ecommerce-cart.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/ecommerce-cart.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:47	21690/21690	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:46%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/contact.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/contact.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:48	30757/30757	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202025%2010:52:47%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/book.html	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/book.html	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:48	31945/31945	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid1.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:48	29733/29733	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid2.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:48	23804/23804	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid3.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:48	18954/18954	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid5.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid5.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:49	24331/24331	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid4.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:49	27082/27082	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid6.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/grid6.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:49	97570/97570	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/a1.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/a1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:49	20496/20496	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package1.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:50	25255/25255	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package2.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:50	20203/20203	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package3.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:50	15515/15515	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package5.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package5.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:51	10594/10594	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package4.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/package4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:51	19745/19745	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team1.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:51	21323/21323	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team2.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:51	21232/21232	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team3.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:52	20279/20279	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team4.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/team4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:52	5049/5049	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/testi1.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/testi1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:53	6926/6926	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/testi2.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/testi2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:53	5441/5441	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2005:50:15%20GMT	https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/testi3.jpg	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/assets/images/testi3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:53	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2010:52:53%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
15:52:54	8403/8403	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2007%20Feb%202025%2010:52:54%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/8a57887573f2/main.js?	C:/Users/muhammad%20tanveer/OneDrive/Desktop/travel%20agency/p.w3layouts.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/8a57887573f2/maind41d.js	(from https://p.w3layouts.com/demosWTR/Freedom/12-03-2021/travelling-freedom-demo_Free/552200862/web/index.html)
